time,favorites,link,rts
2017-03-01 02:34:06+00:00,7,arxiv.org/abs/1702.08584,0
2017-03-01 02:33:21+00:00,2,arxiv.org/abs/1702.08635,1
2017-03-01 02:33:08+00:00,4,arxiv.org/abs/1702.08653,2
2017-03-01 02:32:45+00:00,13,arxiv.org/abs/1702.08887,5
2017-03-01 02:31:56+00:00,9,arxiv.org/abs/1702.08892,3
2017-03-01 02:31:24+00:00,4,arxiv.org/abs/1702.08608,0
2017-03-01 02:30:54+00:00,4,arxiv.org/abs/1702.08727,2
2017-02-28 02:51:40+00:00,1,arxiv.org/abs/1702.07811,1
2017-02-28 02:51:21+00:00,46,arxiv.org/abs/1702.07800,19
2017-02-28 02:50:50+00:00,0,arxiv.org/abs/1702.07933,0
2017-02-28 02:50:30+00:00,4,arxiv.org/abs/1702.07944,0
2017-02-28 02:48:51+00:00,1,arxiv.org/abs/1702.08134,0
2017-02-28 02:48:38+00:00,11,arxiv.org/abs/1702.07956,3
2017-02-28 02:47:32+00:00,10,arxiv.org/abs/1702.08396,1
2017-02-28 02:47:19+00:00,4,arxiv.org/abs/1702.08398,1
2017-02-28 02:46:45+00:00,1,arxiv.org/abs/1702.07790,1
2017-02-28 02:46:27+00:00,0,arxiv.org/abs/1702.08249,0
2017-02-28 02:46:07+00:00,4,arxiv.org/abs/1702.07780,2
2017-02-28 02:45:23+00:00,14,arxiv.org/abs/1702.08235,4
2017-02-28 02:45:03+00:00,2,arxiv.org/abs/1702.08239,0
2017-02-28 02:44:09+00:00,2,arxiv.org/abs/1702.08359,1
2017-02-28 02:43:47+00:00,1,arxiv.org/abs/1702.08389,0
2017-02-28 02:42:50+00:00,0,arxiv.org/abs/1702.08402,0
2017-02-28 02:42:39+00:00,2,arxiv.org/abs/1702.08420,2
2017-02-28 02:42:26+00:00,4,arxiv.org/abs/1702.08343,0
2017-02-28 02:41:54+00:00,4,arxiv.org/abs/1702.07787,1
2017-02-28 02:41:26+00:00,3,arxiv.org/abs/1702.08431,0
2017-02-28 02:40:36+00:00,2,arxiv.org/abs/1702.07805,1
2017-02-28 02:39:58+00:00,13,arxiv.org/abs/1702.07825,5
2017-02-28 02:38:59+00:00,4,arxiv.org/abs/1702.07826,1
2017-02-28 02:38:25+00:00,4,arxiv.org/abs/1702.07836,1
2017-02-28 02:37:35+00:00,0,arxiv.org/abs/1702.07847,0
2017-02-28 02:36:59+00:00,11,arxiv.org/abs/1702.07870,2
2017-02-28 02:36:43+00:00,1,arxiv.org/abs/1702.07898,1
2017-02-28 02:35:54+00:00,6,arxiv.org/abs/1702.07908,2
2017-02-28 02:35:39+00:00,4,arxiv.org/abs/1702.07963,2
2017-02-28 02:33:28+00:00,2,arxiv.org/abs/1702.07969,0
2017-02-28 02:33:05+00:00,1,arxiv.org/abs/1702.07975,1
2017-02-28 02:32:45+00:00,2,arxiv.org/abs/1702.07983,2
2017-02-28 02:32:08+00:00,0,arxiv.org/abs/1702.07998,0
2017-02-28 02:29:06+00:00,3,arxiv.org/abs/1702.08009,3
2017-02-28 02:28:49+00:00,9,arxiv.org/abs/1702.08014,5
2017-02-28 02:28:33+00:00,5,arxiv.org/abs/1702.08039,3
2017-02-28 02:27:05+00:00,4,arxiv.org/abs/1702.08124,2
2017-02-28 02:26:25+00:00,4,arxiv.org/abs/1702.08074,2
2017-02-28 02:25:52+00:00,15,arxiv.org/abs/1702.08139,3
2017-02-28 02:24:30+00:00,23,arxiv.org/abs/1702.08165,9
2017-02-28 02:21:50+00:00,4,arxiv.org/abs/1702.08171,1
2017-02-28 02:21:32+00:00,2,arxiv.org/abs/1702.08192,1
2017-02-28 02:21:16+00:00,3,arxiv.org/abs/1702.08231,2
2017-02-28 02:20:02+00:00,2,arxiv.org/abs/1702.08272,1
2017-02-28 02:19:02+00:00,5,arxiv.org/abs/1702.08303,1
2017-02-28 02:18:30+00:00,19,arxiv.org/abs/1702.08360,6
2017-02-28 02:16:56+00:00,1,arxiv.org/abs/1702.08400,1
2017-02-28 02:16:43+00:00,0,arxiv.org/abs/1702.08423,0
2017-02-28 02:16:27+00:00,0,arxiv.org/abs/1702.08248,0
2017-02-27 01:53:52+00:00,13,arxiv.org/abs/1702.07664,2
2017-02-27 01:53:39+00:00,13,arxiv.org/abs/1702.07600,2
2017-02-27 01:53:00+00:00,1,arxiv.org/abs/1702.07560,0
2017-02-27 01:52:46+00:00,3,arxiv.org/abs/1702.07508,1
2017-02-27 01:51:53+00:00,3,arxiv.org/abs/1702.07490,0
2017-02-27 01:51:36+00:00,7,arxiv.org/abs/1702.07486,1
2017-02-27 01:51:20+00:00,2,arxiv.org/abs/1702.07476,0
2017-02-27 01:50:56+00:00,8,arxiv.org/abs/1702.07474,1
2017-02-27 01:50:40+00:00,2,arxiv.org/abs/1702.07475,1
2017-02-27 01:50:25+00:00,1,arxiv.org/abs/1702.07450,0
2017-02-27 01:49:44+00:00,3,arxiv.org/abs/1702.07432,0
2017-02-27 01:49:33+00:00,6,arxiv.org/abs/1702.07424,2
2017-02-27 01:48:54+00:00,3,arxiv.org/abs/1702.07386,1
2017-02-27 01:48:36+00:00,4,arxiv.org/abs/1702.07694,0
2017-02-27 01:48:20+00:00,4,arxiv.org/abs/1702.07463,1
2017-02-27 01:48:09+00:00,7,arxiv.org/abs/1702.07360,2
2017-02-27 01:47:16+00:00,10,arxiv.org/abs/1702.07492,1
2017-02-27 01:45:00+00:00,5,arxiv.org/abs/1702.07464,4
2017-02-27 01:44:33+00:00,2,arxiv.org/abs/1702.07649,0
2017-02-24 04:12:09+00:00,10,arxiv.org/abs/1702.07117,9
2017-02-24 04:11:54+00:00,31,arxiv.org/abs/1702.07097,13
2017-02-24 04:11:36+00:00,2,arxiv.org/abs/1702.07092,2
2017-02-24 04:11:10+00:00,11,arxiv.org/abs/1702.07028,2
2017-02-24 04:10:56+00:00,8,arxiv.org/abs/1702.07019,1
2017-02-24 04:10:41+00:00,3,arxiv.org/abs/1702.07015,1
2017-02-24 04:10:28+00:00,8,arxiv.org/abs/1702.07006,1
2017-02-24 04:10:14+00:00,21,arxiv.org/abs/1702.07005,10
2017-02-24 04:07:31+00:00,6,arxiv.org/abs/1702.07324,1
2017-02-24 04:07:05+00:00,3,arxiv.org/abs/1702.07195,0
2017-02-24 04:06:30+00:00,11,arxiv.org/abs/1702.07319,2
2017-02-24 04:06:11+00:00,4,arxiv.org/abs/1702.07274,0
2017-02-24 04:05:59+00:00,2,arxiv.org/abs/1702.07306,0
2017-02-24 04:05:43+00:00,2,arxiv.org/abs/1702.07305,0
2017-02-24 04:05:28+00:00,6,arxiv.org/abs/1702.07125,1
2017-02-24 04:05:01+00:00,2,arxiv.org/abs/1702.07121,1
2017-02-24 04:04:49+00:00,2,arxiv.org/abs/1702.07021,0
2017-02-23 22:04:00+00:00,0,arxiv.org/abs/1610.05755,73
2017-02-23 17:11:34+00:00,0,arxiv.org/abs/1702.06914,0
2017-02-23 17:11:11+00:00,1,arxiv.org/abs/1702.06901,1
2017-02-23 17:10:49+00:00,1,arxiv.org/abs/1702.06902,0
2017-02-23 17:10:13+00:00,2,arxiv.org/abs/1702.06890,1
2017-02-23 17:09:53+00:00,4,arxiv.org/abs/1702.06856,1
2017-02-23 17:09:15+00:00,1,arxiv.org/abs/1702.06767,1
2017-02-23 17:08:12+00:00,7,arxiv.org/abs/1702.06763,3
2017-02-23 07:40:18+00:00,4,arxiv.org/abs/1702.06740,3
2017-02-23 07:39:21+00:00,1,arxiv.org/abs/1702.06733,0
2017-02-23 07:39:01+00:00,11,arxiv.org/abs/1702.06728,4
2017-02-23 07:38:05+00:00,4,arxiv.org/abs/1702.06696,2
2017-02-23 07:37:48+00:00,9,arxiv.org/abs/1702.06683,4
2017-02-23 07:37:31+00:00,7,arxiv.org/abs/1702.06674,1
2017-02-23 07:37:15+00:00,1,arxiv.org/abs/1702.06675,0
2017-02-23 07:36:53+00:00,3,arxiv.org/abs/1702.06589,2
2017-02-23 07:36:36+00:00,5,arxiv.org/abs/1702.06559,1
2017-02-23 07:36:02+00:00,3,arxiv.org/abs/1702.06794,2
2017-02-23 07:35:41+00:00,8,arxiv.org/abs/1702.06832,1
2017-02-23 07:35:05+00:00,4,arxiv.org/abs/1702.06760,1
2017-02-22 02:36:52+00:00,6,arxiv.org/abs/1702.06294,3
2017-02-22 02:36:34+00:00,4,arxiv.org/abs/1702.06286,2
2017-02-22 02:36:16+00:00,22,arxiv.org/abs/1702.06257,3
2017-02-22 02:35:46+00:00,10,arxiv.org/abs/1702.06235,4
2017-02-22 02:35:32+00:00,3,arxiv.org/abs/1702.06212,3
2017-02-22 02:35:16+00:00,4,arxiv.org/abs/1702.06199,3
2017-02-22 02:34:58+00:00,16,arxiv.org/abs/1702.06186,3
2017-02-22 02:34:04+00:00,3,arxiv.org/abs/1702.06176,1
2017-02-22 02:32:57+00:00,2,arxiv.org/abs/1702.06135,0
2017-02-22 02:32:37+00:00,2,arxiv.org/abs/1702.06378,2
2017-02-22 02:32:21+00:00,5,arxiv.org/abs/1702.06376,4
2017-02-22 02:32:06+00:00,0,arxiv.org/abs/1702.06355,0
2017-02-22 02:31:21+00:00,5,arxiv.org/abs/1702.06521,2
2017-02-22 02:31:08+00:00,3,arxiv.org/abs/1702.06492,1
2017-02-22 02:30:03+00:00,5,arxiv.org/abs/1702.06392,0
2017-02-22 02:29:36+00:00,2,arxiv.org/abs/1702.06239,0
2017-02-22 02:29:18+00:00,5,arxiv.org/abs/1702.06291,3
2017-02-22 02:29:00+00:00,3,arxiv.org/abs/1702.06329,2
2017-02-22 02:28:43+00:00,1,arxiv.org/abs/1702.06341,1
2017-02-22 02:28:18+00:00,3,arxiv.org/abs/1702.06295,3
2017-02-22 02:27:58+00:00,5,arxiv.org/abs/1702.06280,1
2017-02-21 02:35:15+00:00,51,arxiv.org/abs/1702.05870,16
2017-02-21 02:34:58+00:00,6,arxiv.org/abs/1702.05878,1
2017-02-21 02:34:11+00:00,7,arxiv.org/abs/1702.05849,3
2017-02-21 02:33:55+00:00,4,arxiv.org/abs/1702.05843,2
2017-02-21 02:33:28+00:00,4,arxiv.org/abs/1702.05839,2
2017-02-21 02:32:30+00:00,3,arxiv.org/abs/1702.05800,0
2017-02-21 02:32:13+00:00,19,arxiv.org/abs/1702.05747,9
2017-02-21 02:32:00+00:00,7,arxiv.org/abs/1702.05743,1
2017-02-21 02:31:21+00:00,3,arxiv.org/abs/1702.05711,2
2017-02-21 02:31:07+00:00,4,arxiv.org/abs/1702.05701,0
2017-02-21 02:30:55+00:00,8,arxiv.org/abs/1702.05693,8
2017-02-21 02:30:42+00:00,18,arxiv.org/abs/1702.05659,6
2017-02-21 02:29:37+00:00,5,arxiv.org/abs/1702.05650,1
2017-02-21 02:29:16+00:00,6,arxiv.org/abs/1702.05639,2
2017-02-21 02:28:59+00:00,19,arxiv.org/abs/1702.05638,10
2017-02-21 02:28:44+00:00,5,arxiv.org/abs/1702.05624,0
2017-02-21 02:28:15+00:00,11,arxiv.org/abs/1702.05552,2
2017-02-21 02:27:53+00:00,2,arxiv.org/abs/1702.05536,0
2017-02-21 02:27:38+00:00,3,arxiv.org/abs/1702.05531,0
2017-02-21 02:27:22+00:00,16,arxiv.org/abs/1702.05512,4
2017-02-21 02:26:51+00:00,3,arxiv.org/abs/1702.05882,0
2017-02-21 02:26:29+00:00,0,arxiv.org/abs/1702.05671,0
2017-02-21 02:26:14+00:00,3,arxiv.org/abs/1702.05538,0
2017-02-21 02:25:38+00:00,2,arxiv.org/abs/1702.06086,0
2017-02-21 02:25:27+00:00,4,arxiv.org/abs/1702.06081,1
2017-02-21 02:25:11+00:00,11,arxiv.org/abs/1702.06053,3
2017-02-21 02:24:34+00:00,8,arxiv.org/abs/1702.05983,3
2017-02-21 02:24:17+00:00,9,arxiv.org/abs/1702.05970,4
2017-02-21 02:23:52+00:00,1,arxiv.org/abs/1702.05962,0
2017-02-21 02:23:40+00:00,3,arxiv.org/abs/1702.05957,1
2017-02-21 02:22:37+00:00,0,arxiv.org/abs/1702.05931,0
2017-02-21 02:22:15+00:00,5,arxiv.org/abs/1702.05891,4
2017-02-21 02:21:58+00:00,5,arxiv.org/abs/1702.05777,0
2017-02-21 02:21:41+00:00,11,arxiv.org/abs/1702.05573,3
2017-02-20 17:31:53+00:00,4,arxiv.org/abs/1702.05174,1
2017-02-20 17:31:36+00:00,6,arxiv.org/abs/1702.05147,2
2017-02-20 17:31:22+00:00,7,arxiv.org/abs/1702.05448,7
2017-02-20 17:31:10+00:00,17,arxiv.org/abs/1702.05419,2
2017-02-20 17:30:53+00:00,3,arxiv.org/abs/1702.05386,1
2017-02-20 17:30:39+00:00,3,arxiv.org/abs/1702.05243,0
2017-02-20 01:34:39+00:00,13,arxiv.org/abs/1702.05373,2
2017-02-20 01:34:21+00:00,1,arxiv.org/abs/1702.05437,0
2017-02-20 01:33:52+00:00,8,arxiv.org/abs/1702.05441,1
2017-02-15 01:58:49+00:00,4,arxiv.org/abs/1702.04333,1
2017-02-17 01:46:53+00:00,39,arxiv.org/abs/1702.04782,13
2017-02-17 01:46:36+00:00,2,arxiv.org/abs/1702.04832,1
2017-02-17 01:46:03+00:00,7,arxiv.org/abs/1702.04779,0
2017-02-17 01:45:52+00:00,3,arxiv.org/abs/1702.04770,1
2017-02-17 01:45:27+00:00,3,arxiv.org/abs/1702.04825,0
2017-02-17 01:45:01+00:00,2,arxiv.org/abs/1702.04858,4
2017-02-17 01:44:21+00:00,8,arxiv.org/abs/1702.05043,3
2017-02-17 01:43:47+00:00,2,arxiv.org/abs/1702.05053,2
2017-02-16 02:21:17+00:00,3,arxiv.org/abs/1702.04423,1
2017-02-16 02:20:57+00:00,6,arxiv.org/abs/1702.04405,2
2017-02-16 02:20:20+00:00,14,arxiv.org/abs/1702.04595,7
2017-02-16 02:19:48+00:00,2,arxiv.org/abs/1702.04593,3
2017-02-16 02:19:20+00:00,0,arxiv.org/abs/1702.04565,0
2017-02-16 02:18:21+00:00,0,arxiv.org/abs/1702.04537,1
2017-02-16 02:18:07+00:00,6,arxiv.org/abs/1702.04528,3
2017-02-16 02:17:50+00:00,4,arxiv.org/abs/1702.04521,2
2017-02-16 02:17:02+00:00,3,arxiv.org/abs/1702.04517,0
2017-02-16 02:16:42+00:00,3,arxiv.org/abs/1702.04488,1
2017-02-16 02:16:24+00:00,2,arxiv.org/abs/1702.04479,2
2017-02-16 02:15:42+00:00,9,arxiv.org/abs/1702.04457,1
2017-02-16 02:15:16+00:00,6,arxiv.org/abs/1702.04455,1
2017-02-16 02:14:46+00:00,5,arxiv.org/abs/1702.04449,0
2017-02-16 02:14:31+00:00,6,arxiv.org/abs/1702.04680,1
2017-02-16 02:13:51+00:00,5,arxiv.org/abs/1702.04710,2
2017-02-16 02:13:29+00:00,1,arxiv.org/abs/1702.04684,0
2017-02-16 02:13:12+00:00,8,arxiv.org/abs/1702.04690,4
2017-02-16 02:12:41+00:00,2,arxiv.org/abs/1702.04415,1
2017-02-16 01:32:02+00:00,42,arxiv.org/abs/1702.04649,23
2017-02-15 02:02:41+00:00,8,arxiv.org/abs/1702.04125,6
2017-02-15 02:01:54+00:00,7,arxiv.org/abs/1702.04069,3
2017-02-15 02:01:26+00:00,1,arxiv.org/abs/1702.04066,1
2017-02-15 02:00:50+00:00,1,arxiv.org/abs/1702.04024,1
2017-02-15 02:00:33+00:00,2,arxiv.org/abs/1702.03970,3
2017-02-15 01:59:20+00:00,17,arxiv.org/abs/1702.01715,2
2017-02-15 01:57:44+00:00,2,arxiv.org/abs/1702.04267,2
2017-02-15 01:57:23+00:00,12,arxiv.org/abs/1702.04008,3
2017-02-15 01:57:08+00:00,2,arxiv.org/abs/1702.04121,0
2017-02-15 01:56:54+00:00,2,arxiv.org/abs/1702.04126,1
2017-02-14 02:16:14+00:00,9,arxiv.org/abs/1702.03849,2
2017-02-14 02:15:43+00:00,1,arxiv.org/abs/1702.03614,1
2017-02-14 02:14:07+00:00,4,arxiv.org/abs/1702.03833,2
2017-02-14 02:13:46+00:00,2,arxiv.org/abs/1702.03859,0
2017-02-14 02:13:32+00:00,6,arxiv.org/abs/1702.03307,3
2017-02-14 02:12:52+00:00,10,arxiv.org/abs/1702.03856,5
2017-02-14 02:12:14+00:00,1,arxiv.org/abs/1702.03791,1
2017-02-14 02:11:21+00:00,4,arxiv.org/abs/1702.03684,1
2017-02-14 02:11:02+00:00,1,arxiv.org/abs/1702.03706,1
2017-02-14 02:10:49+00:00,1,arxiv.org/abs/1702.03814,0
2017-02-14 02:10:13+00:00,0,arxiv.org/abs/1702.03304,1
2017-02-14 02:09:22+00:00,15,arxiv.org/abs/1702.03380,4
2017-02-14 02:08:21+00:00,4,arxiv.org/abs/1702.03431,3
2017-02-14 02:07:03+00:00,7,arxiv.org/abs/1702.03470,1
2017-02-14 02:06:44+00:00,2,arxiv.org/abs/1702.03443,0
2017-02-14 02:05:32+00:00,5,arxiv.org/abs/1702.03488,1
2017-02-14 02:04:51+00:00,5,arxiv.org/abs/1702.03525,1
2017-02-14 02:04:34+00:00,3,arxiv.org/abs/1702.03584,1
2017-02-14 02:02:45+00:00,8,arxiv.org/abs/1702.03592,2
2017-02-14 02:01:17+00:00,1,arxiv.org/abs/1702.03605,1
2017-02-14 01:43:16+00:00,1,arxiv.org/abs/1702.03815,0
2017-02-14 01:36:19+00:00,16,arxiv.org/abs/1702.03920,4
2017-02-14 01:34:56+00:00,7,arxiv.org/abs/1702.03537,3
2017-02-14 01:32:12+00:00,7,arxiv.org/abs/1702.03673,1
2017-02-14 01:29:27+00:00,45,arxiv.org/abs/1702.03465,19
2017-02-14 01:19:27+00:00,0,arxiv.org/abs/1606.01868,0
2017-02-13 01:50:39+00:00,0,arxiv.org/abs/1609.09049…,6
2017-02-13 01:49:12+00:00,1,arxiv.org/abs/1702.03057,0
2017-02-13 01:48:54+00:00,3,arxiv.org/abs/1702.03126,0
2017-02-13 01:48:09+00:00,3,arxiv.org/abs/1702.03183,1
2017-02-13 01:46:36+00:00,17,arxiv.org/abs/1702.03274,7
2017-02-13 01:45:41+00:00,2,arxiv.org/abs/1702.03152,0
2017-02-13 01:44:44+00:00,10,arxiv.org/abs/1702.03260,4
2017-02-13 01:43:12+00:00,2,arxiv.org/abs/1702.03196,1
2017-02-13 01:42:56+00:00,4,arxiv.org/abs/1702.03258,3
2017-02-13 01:41:46+00:00,0,arxiv.org/abs/1702.03041,1
2017-02-13 01:41:29+00:00,2,arxiv.org/abs/1702.03040,0
2017-02-13 01:40:14+00:00,20,arxiv.org/abs/1702.03044,5
2017-02-13 01:39:59+00:00,3,arxiv.org/abs/1702.03118,1
2017-02-13 01:39:11+00:00,3,arxiv.org/abs/1702.03006,0
2017-02-10 07:30:11+00:00,0,arxiv.org/pdf/1702.00783…,5
2017-02-10 07:29:21+00:00,1,arxiv.org/abs/1702.02738,0
2017-02-10 07:29:04+00:00,7,arxiv.org/abs/1702.02706,6
2017-02-10 07:28:44+00:00,2,arxiv.org/abs/1702.02640,1
2017-02-10 07:27:41+00:00,0,arxiv.org/abs/1702.02821,0
2017-02-10 07:26:44+00:00,0,arxiv.org/abs/1702.02604,1
2017-02-10 07:26:07+00:00,3,arxiv.org/abs/1702.02741,1
2017-02-10 07:25:52+00:00,3,arxiv.org/abs/1702.02828,1
2017-02-10 07:25:35+00:00,6,arxiv.org/abs/1702.02896,1
2017-02-10 07:25:21+00:00,1,arxiv.org/abs/1702.02807,1
2017-02-09 06:18:09+00:00,2,arxiv.org/abs/1702.02184,1
2017-02-09 06:17:51+00:00,11,arxiv.org/abs/1702.02171,2
2017-02-09 06:17:22+00:00,7,arxiv.org/abs/1702.02447,2
2017-02-09 06:17:00+00:00,1,arxiv.org/abs/1702.02429,0
2017-02-09 06:16:48+00:00,2,arxiv.org/abs/1702.02426,1
2017-02-09 06:15:57+00:00,2,arxiv.org/abs/1702.02367,2
2017-02-09 06:15:42+00:00,9,arxiv.org/abs/1702.02359,3
2017-02-09 06:15:30+00:00,8,arxiv.org/abs/1702.02302,2
2017-02-09 06:15:15+00:00,1,arxiv.org/abs/1702.02295,3
2017-02-09 06:15:03+00:00,2,arxiv.org/abs/1702.02265,1
2017-02-09 06:14:31+00:00,8,arxiv.org/abs/1702.02549,1
2017-02-09 06:14:10+00:00,2,arxiv.org/abs/1702.02535,2
2017-02-09 06:07:17+00:00,7,arxiv.org/abs/1702.02206,1
2017-02-09 06:02:52+00:00,9,arxiv.org/abs/1702.02461,3
2017-02-09 05:56:30+00:00,3,arxiv.org/abs/1702.02526,1
2017-02-09 05:55:57+00:00,3,arxiv.org/abs/1702.02519,1
2017-02-09 05:55:31+00:00,22,arxiv.org/abs/1702.02540,2
